product_code;ordered
2001450000008;15
2001459834725;1
2001459834749;1
2001459853290;1
2001459883358;7
2001459883365;1
2001459883372;6
2001459884195;2
2001459884911;1
2001459885192;1
2001459886649;1
2001459886670;1
2001459886779;1
2001459886823;1
2001459888506;1
2001459893241;2
