Внимание! В остатках склада есть двойные коды!
product_code;stock;product_name
2001459851906;1;Полукомбинезон 81BIG-P154-15/21 (52-54/194-200)
2001459851906;6;Полукомбинезон 81BIG-P154-15/21 (52-54/194-200)
2001459851982;1;Куртка 642BIG-P154-15/21 (52-54/194-200)
2001459851982;1;Куртка 642BIG-P154-15/21 (52-54/194-200)
